sku,brand,model_name,colorway,retail_price,release_date,days_since_release,is_limited_edition,sentiment_score,drop_frequency,volatility_score,resale_price
ASI-31430,Asics,550,Chicago,139,2023-08-29,915,0,0.03,11,0.3,127.17
NIK-76450,Nike,Dunk Low,Panda,110,2024-12-07,449,0,0.58,13,0.2,182.8
ADI-76128,Adidas,550,Triple Black,173,2023-08-09,935,0,-0.74,9,0.65,156.55
ADI-47137,Adidas,Air Max 90,Chicago,90,2024-01-22,769,0,0.48,18,0.51,120.04
ADI-29720,Adidas,Gel-Lyte III,Mocha,152,2024-07-29,580,0,0.64,8,0.81,185.15
NEW-34185,New Balance,550,Triple Black,105,2024-09-16,531,0,-0.78,8,0.38,81.4
ADI-17837,Adidas,Jordan 1 Retro,Mocha,145,2024-08-26,552,0,0.14,5,0.07,213.04
NIK-25964,Nike,550,Triple White,142,2023-07-29,946,0,-0.66,15,0.02,105.68
YEE-41490,Yeezy,Air Force 1,Triple White,234,2024-06-07,632,0,0.69,12,0.53,322.86
JOR-42227,Jordan,Air Max 90,Triple White,175,2025-12-23,68,0,0.38,20,0.95,186.11
ASI-58738,Asics,Gel-Lyte III,Chicago,179,2024-10-10,507,0,-0.51,8,0.24,125.5
NIK-21308,Nike,Dunk Low,Triple Black,154,2024-10-28,489,0,0.12,18,0.73,217.27
NIK-90032,Nike,Dunk Low,Sail,139,2023-09-24,889,1,0.88,3,0.83,444.55
ADI-15015,Adidas,Yeezy Boost 350,Triple Black,158,2024-02-23,737,0,0.58,10,0.59,239.98
YEE-15565,Yeezy,Dunk Low,Panda,156,2024-09-24,523,0,0.01,9,0.1,152.47
YEE-66853,Yeezy,Air Force 1,Chicago,177,2024-01-25,766,1,1.0,1,0.99,652.59
JOR-59852,Jordan,Dunk Low,Panda,177,2025-08-01,212,0,-0.8,6,0.27,113.95
NEW-28504,New Balance,550,Triple Black,174,2023-09-04,909,0,-0.67,17,0.15,192.52
ASI-90995,Asics,550,Panda,90,2025-09-13,169,0,-0.26,11,0.5,112.28
NIK-52863,Nike,550,Sail,96,2024-08-29,549,0,0.06,15,0.29,126.68
NEW-16236,New Balance,Jordan 1 Retro,Triple White,178,2024-07-27,582,0,-0.84,14,0.43,183.53
ASI-97644,Asics,Dunk Low,Mocha,155,2025-07-31,213,0,0.58,10,0.9,214.6
NIK-69988,Nike,Air Max 90,Panda,90,2024-04-26,674,1,1.0,1,0.24,452.12
NEW-93146,New Balance,Dunk Low,Triple Black,132,2023-12-05,817,1,1.0,2,0.79,536.27
NEW-62142,New Balance,Yeezy Boost 350,Chicago,91,2024-02-25,735,1,-0.08999999999999997,3,0.68,205.98
ADI-21591,Adidas,Jordan 1 Retro,Chicago,108,2024-02-16,744,1,-0.27,1,0.89,365.68
ADI-75237,Adidas,Dunk Low,Triple Black,111,2024-04-30,670,0,0.05,16,0.03,156.66
ASI-22806,Asics,Dunk Low,Mocha,122,2024-04-29,671,0,-0.54,17,0.07,155.32
NEW-23266,New Balance,Yeezy Boost 350,Sail,157,2023-11-04,848,0,0.13,20,0.18,199.99
NEW-56772,New Balance,Air Max 90,Panda,177,2025-05-15,290,0,-0.89,20,0.9,157.83
JOR-47045,Jordan,Gel-Lyte III,Triple Black,197,2025-07-06,238,1,0.18000000000000002,3,0.74,421.06
ADI-82043,Adidas,Yeezy Boost 350,Triple Black,180,2023-07-20,955,0,0.4,8,0.11,245.73
NIK-71760,Nike,Jordan 1 Retro,Chicago,95,2023-11-17,835,0,-0.56,18,0.74,79.1
NEW-16678,New Balance,Dunk Low,Triple White,122,2025-01-07,418,1,1.0,3,0.45,466.43
YEE-61848,Yeezy,Gel-Lyte III,Chicago,204,2024-12-20,436,0,0.45,19,0.25,187.79
ADI-55873,Adidas,Dunk Low,Chicago,172,2023-07-17,958,0,0.62,9,0.59,256.45
NEW-84281,New Balance,Gel-Lyte III,Panda,99,2024-10-17,500,0,-0.87,6,0.55,99.96
YEE-24359,Yeezy,Gel-Lyte III,Chicago,206,2023-06-07,998,0,0.62,15,0.74,347.55
ADI-49224,Adidas,Jordan 1 Retro,Triple Black,99,2023-11-28,824,0,0.19,20,0.24,148.38
JOR-85014,Jordan,550,Sail,194,2025-04-11,324,0,0.46,12,0.92,174.03
ADI-48821,Adidas,Air Max 90,Chicago,134,2024-03-09,722,0,0.28,11,0.34,194.45
ADI-28467,Adidas,Jordan 1 Retro,Chicago,92,2023-06-11,994,1,1.0,1,0.9,427.09
NIK-31709,Nike,Yeezy Boost 350,Mocha,166,2024-04-23,677,1,1.0,2,0.45,842.17
ASI-58609,Asics,550,Sail,106,2025-08-07,206,0,-0.69,5,0.51,93.87
NIK-74952,Nike,Gel-Lyte III,Mocha,145,2023-12-13,809,0,-0.97,16,0.92,180.66
JOR-89472,Jordan,Air Max 90,Triple Black,153,2024-03-14,717,0,0.93,10,0.14,237.46
ADI-91544,Adidas,550,Chicago,146,2025-01-15,410,0,0.11,14,0.36,187.67
NIK-35170,Nike,Jordan 1 Retro,Triple White,127,2023-08-03,941,0,0.23,8,0.28,106.09
ASI-48232,Asics,Air Max 90,Chicago,149,2023-08-04,940,0,0.07,19,0.67,222.44
ADI-49034,Adidas,Yeezy Boost 350,Triple White,93,2024-01-30,761,0,-0.51,8,0.89,78.56
ADI-14785,Adidas,Yeezy Boost 350,Chicago,109,2025-09-25,157,0,-0.19,13,0.48,137.77
JOR-62818,Jordan,Jordan 4,Triple White,234,2025-04-05,330,0,0.72,13,0.97,262.25
JOR-91603,Jordan,Air Max 90,Chicago,151,2023-12-17,805,0,0.72,15,0.43,168.14
JOR-65192,Jordan,Yeezy Boost 350,Triple White,228,2025-10-17,135,0,-0.05,14,0.35,218.61
ADI-18285,Adidas,Jordan 4,Mocha,104,2025-06-07,267,1,-0.009999999999999953,3,0.78,127.12
NIK-41681,Nike,Gel-Lyte III,UNC,152,2023-09-26,887,1,0.16000000000000003,1,0.52,611.4
ADI-46770,Adidas,Air Force 1,Chicago,138,2024-12-07,449,0,0.37,14,0.71,137.0
ADI-59748,Adidas,Dunk Low,Triple Black,157,2023-07-23,952,1,0.4,1,0.08,745.01
YEE-79843,Yeezy,Air Max 90,Triple White,222,2025-08-11,202,0,0.6,18,0.15,249.28
NIK-22236,Nike,550,Bred,155,2024-06-14,625,0,-0.73,11,0.56,127.57
ADI-16900,Adidas,550,Panda,154,2025-11-12,109,0,-0.5,16,0.78,141.38
ASI-95841,Asics,Jordan 1 Retro,Bred,138,2025-03-14,352,0,-0.2,16,0.18,130.51
YEE-58064,Yeezy,Jordan 1 Retro,Chicago,226,2025-01-31,394,0,-0.7,13,0.86,181.74
ADI-18481,Adidas,Jordan 4,Sail,144,2025-12-19,72,1,0.07,3,0.5,476.99
ASI-97685,Asics,Gel-Lyte III,Mocha,148,2025-10-16,136,0,-0.78,10,0.05,114.8
ADI-57909,Adidas,Dunk Low,UNC,176,2024-07-06,603,1,0.62,1,0.16,673.25
ADI-45469,Adidas,Jordan 1 Retro,Triple Black,129,2024-02-11,749,0,-0.66,17,0.1,149.05
YEE-98473,Yeezy,Air Max 90,Sail,236,2024-04-16,684,0,-0.42,6,0.71,291.72
ADI-23573,Adidas,Gel-Lyte III,Triple Black,130,2026-01-19,41,1,0.93,3,0.28,290.13
YEE-34772,Yeezy,Air Max 90,Mocha,206,2023-08-13,931,0,-0.43,5,0.77,191.41
JOR-18591,Jordan,Air Force 1,Triple White,243,2025-07-23,221,0,0.71,11,0.47,285.62
ASI-18422,Asics,Yeezy Boost 350,UNC,92,2026-02-01,28,0,-0.52,14,0.25,115.26
NEW-57884,New Balance,Jordan 1 Retro,Panda,133,2024-10-21,496,0,-0.39,8,0.44,153.5
YEE-64558,Yeezy,Jordan 4,Panda,236,2024-04-26,674,0,-0.79,9,0.3,278.33
ASI-35016,Asics,Dunk Low,Mocha,172,2025-04-24,311,0,0.37,16,0.86,173.35
JOR-94690,Jordan,Dunk Low,UNC,230,2024-08-28,550,1,0.92,1,0.59,904.11
ASI-35217,Asics,Yeezy Boost 350,Triple White,133,2025-09-03,179,0,0.75,7,0.68,234.53
YEE-54615,Yeezy,Gel-Lyte III,Sail,216,2025-04-10,325,0,-0.39,12,0.88,222.41
JOR-39492,Jordan,550,Triple Black,190,2024-12-02,454,1,1.0,3,0.34,793.6
ASI-61044,Asics,Air Max 90,Sail,111,2023-06-06,999,0,-0.3,12,0.77,153.33
ADI-24767,Adidas,550,Chicago,173,2023-07-11,964,0,0.94,16,0.92,256.16
ASI-41689,Asics,550,Chicago,176,2024-05-20,650,0,0.48,11,0.93,251.9
YEE-99502,Yeezy,Gel-Lyte III,UNC,168,2023-12-18,804,0,-0.07,8,0.4,239.88
YEE-98058,Yeezy,Air Max 90,Bred,229,2026-01-14,46,0,0.5,5,0.49,294.84
NIK-10392,Nike,Air Max 90,Triple Black,155,2023-11-25,827,1,0.5,2,0.32,807.43
ADI-72301,Adidas,Jordan 1 Retro,Chicago,128,2025-12-21,70,0,-0.31,8,0.55,169.58
ASI-44234,Asics,550,Triple White,147,2024-10-02,515,0,0.79,15,0.61,173.14
ADI-81985,Adidas,Jordan 1 Retro,Triple White,128,2025-07-17,227,1,-0.18999999999999995,2,0.12,388.99
JOR-20371,Jordan,Air Force 1,Triple White,159,2023-08-18,926,1,1.0,1,0.24,546.93
NEW-72384,New Balance,Jordan 4,Sail,178,2024-02-19,741,0,0.95,19,0.16,254.49
ADI-22531,Adidas,Jordan 4,Sail,152,2026-01-16,44,0,0.31,11,0.95,221.56
NIK-80909,Nike,Jordan 1 Retro,Bred,128,2025-12-30,61,0,-0.14,6,0.18,156.48
ASI-63272,Asics,Air Force 1,Triple White,152,2025-04-19,316,0,-0.22,13,0.04,149.68
ASI-21119,Asics,550,Panda,131,2025-05-08,297,0,0.0,13,0.4,179.24
NIK-12800,Nike,Yeezy Boost 350,Panda,166,2026-01-05,55,1,-0.16999999999999993,2,0.57,515.44
ASI-16514,Asics,550,Bred,145,2025-12-04,87,1,-0.45999999999999996,2,0.41,500.51
NEW-78839,New Balance,Jordan 1 Retro,UNC,135,2024-12-23,433,1,-0.04999999999999999,3,0.36,384.02
NIK-26674,Nike,Air Force 1,Bred,129,2025-03-15,351,1,0.11000000000000004,3,0.55,175.62
ADI-41013,Adidas,Yeezy Boost 350,Sail,148,2026-01-03,57,0,0.89,20,0.19,189.88
NEW-80918,New Balance,Jordan 1 Retro,Sail,120,2025-10-18,134,1,-0.41999999999999993,2,0.77,336.56
NIK-59872,Nike,Jordan 1 Retro,Triple Black,140,2024-07-08,601,0,-0.11,19,0.25,168.96
NEW-73444,New Balance,Air Max 90,Bred,153,2025-06-02,272,1,1.0,1,0.73,558.68
ASI-67725,Asics,Air Force 1,Panda,141,2024-10-13,504,0,-0.9,10,0.01,176.78
JOR-51929,Jordan,Air Max 90,Mocha,203,2024-10-24,493,0,0.75,20,0.57,342.59
ADI-97674,Adidas,Jordan 4,Triple Black,123,2025-02-28,366,0,0.42,5,0.43,121.26
NEW-75553,New Balance,Dunk Low,Mocha,161,2026-01-19,41,1,0.46,2,0.85,350.27
NIK-71002,Nike,Jordan 1 Retro,UNC,132,2024-04-14,686,0,0.71,11,0.19,174.75
ADI-40831,Adidas,Jordan 4,Bred,120,2023-12-09,813,0,0.09,7,0.32,138.73
NEW-21819,New Balance,Yeezy Boost 350,Sail,167,2024-12-21,435,0,0.62,14,0.25,239.34
YEE-26685,Yeezy,Air Force 1,UNC,187,2025-06-24,250,0,-0.72,20,0.11,192.69
YEE-55980,Yeezy,Dunk Low,Chicago,153,2025-03-30,336,1,0.67,1,0.08,280.62
JOR-20068,Jordan,Air Max 90,Bred,231,2025-08-10,203,0,0.07,9,0.7,197.06
NIK-46206,Nike,Dunk Low,UNC,102,2025-06-30,244,0,0.46,6,0.37,106.99
ASI-81866,Asics,Jordan 4,Panda,120,2024-03-09,722,0,-0.89,5,0.42,72.73
NIK-33334,Nike,Dunk Low,Triple White,112,2023-11-06,846,0,0.81,18,0.27,150.75
YEE-36831,Yeezy,Jordan 4,Panda,192,2025-05-19,286,0,0.54,13,0.29,336.44
NEW-42298,New Balance,Air Max 90,Bred,143,2026-02-03,26,1,0.11000000000000004,2,0.17,479.78
YEE-76457,Yeezy,Air Force 1,UNC,175,2024-07-11,598,0,-0.95,9,0.65,126.26
NIK-51915,Nike,Gel-Lyte III,Bred,171,2025-11-27,94,1,-0.16000000000000003,2,0.31,451.68
NEW-78447,New Balance,Yeezy Boost 350,Chicago,143,2025-05-03,302,0,-0.28,14,0.46,182.09
YEE-89239,Yeezy,Air Force 1,UNC,219,2025-06-17,257,0,-0.85,14,0.39,178.88
NIK-45399,Nike,Jordan 1 Retro,Triple White,108,2025-10-27,125,0,-0.33,13,0.76,89.06
NIK-70698,Nike,Gel-Lyte III,Bred,178,2025-11-07,114,1,-0.03999999999999998,3,0.0,316.98
YEE-55079,Yeezy,550,UNC,211,2025-07-23,221,0,0.04,10,0.13,237.81
JOR-84646,Jordan,Jordan 1 Retro,Triple White,191,2026-01-06,54,0,-0.83,17,0.8,185.36
JOR-69897,Jordan,550,Panda,234,2023-06-25,980,0,-0.11,13,0.37,265.81
YEE-52268,Yeezy,Jordan 1 Retro,Bred,218,2024-03-06,725,0,0.53,7,0.65,377.26
YEE-94534,Yeezy,550,Mocha,166,2023-06-20,985,1,0.76,3,0.11,509.45
NIK-82561,Nike,Yeezy Boost 350,UNC,116,2024-11-02,484,1,0.62,1,0.79,474.94
NIK-68355,Nike,Air Force 1,Mocha,137,2025-09-30,152,0,0.47,16,0.67,113.07
ASI-37099,Asics,Air Force 1,UNC,174,2023-12-23,799,0,0.49,17,0.21,150.27
NEW-30411,New Balance,550,Bred,108,2025-03-31,335,0,-0.5,7,0.36,158.31
NIK-96624,Nike,Jordan 1 Retro,Triple White,125,2024-07-14,595,0,-0.27,18,0.12,170.83
JOR-81903,Jordan,Air Max 90,Triple Black,194,2023-09-29,884,0,0.26,6,0.54,215.36
ADI-55806,Adidas,Yeezy Boost 350,Triple Black,91,2025-07-11,233,1,0.44,3,0.04,197.46
ADI-78738,Adidas,Jordan 1 Retro,Triple Black,151,2025-03-30,336,0,0.78,10,0.03,253.79
ADI-13654,Adidas,550,Sail,151,2025-06-01,273,0,0.44,18,0.87,173.52
YEE-52685,Yeezy,Gel-Lyte III,Triple White,237,2025-09-30,152,0,-0.55,7,0.1,220.13
NEW-25406,New Balance,Air Force 1,Mocha,133,2023-11-26,826,0,0.93,9,0.24,235.04
ADI-78719,Adidas,Gel-Lyte III,UNC,159,2025-02-11,383,0,0.54,9,0.54,226.23
ASI-68776,Asics,Jordan 4,Chicago,129,2024-01-02,789,1,0.62,1,0.0,452.95
JOR-36000,Jordan,Jordan 4,Bred,183,2023-07-09,966,0,-0.18,9,0.53,185.71
YEE-61753,Yeezy,Dunk Low,Sail,179,2024-10-13,504,0,0.2,9,0.81,250.81
JOR-76747,Jordan,550,Mocha,179,2024-09-02,545,0,0.09,5,0.24,265.49
ASI-30391,Asics,Jordan 1 Retro,Sail,98,2024-05-05,665,0,-0.8,6,0.43,122.14
NIK-39320,Nike,550,Bred,135,2023-07-08,967,0,0.05,11,0.8,154.56
ASI-81025,Asics,Gel-Lyte III,Bred,170,2025-09-20,162,1,0.55,1,0.85,517.86
ADI-89708,Adidas,Air Force 1,Chicago,152,2023-07-30,945,0,-0.37,20,0.56,172.08
YEE-66219,Yeezy,Dunk Low,Mocha,208,2025-08-15,198,0,0.24,20,0.84,278.85
NIK-44929,Nike,Jordan 1 Retro,Triple Black,155,2025-01-06,419,0,0.5,13,0.58,226.76
NEW-93714,New Balance,Jordan 1 Retro,Mocha,93,2025-10-12,140,0,0.95,8,0.0,123.04
NIK-10244,Nike,Air Force 1,Panda,177,2023-08-20,924,0,0.4,5,0.35,247.03
YEE-75417,Yeezy,Jordan 1 Retro,Triple White,155,2025-03-06,360,1,1.0,1,0.61,419.67
ASI-35371,Asics,Gel-Lyte III,Mocha,139,2025-09-22,160,0,-0.9,19,0.35,136.09
ADI-49229,Adidas,Jordan 1 Retro,Panda,121,2025-06-30,244,0,0.22,20,0.3,160.55
ADI-93935,Adidas,Dunk Low,Mocha,156,2025-03-09,357,0,-0.06,11,0.55,193.14
ADI-16353,Adidas,Air Force 1,Bred,163,2024-11-02,484,0,-0.35,7,0.09,167.46
JOR-57346,Jordan,550,Chicago,234,2026-02-19,10,0,-0.42,16,0.09,210.91
NIK-61845,Nike,Gel-Lyte III,Bred,109,2025-01-23,402,0,-0.35,13,0.74,124.98
NIK-27494,Nike,Air Max 90,UNC,142,2026-01-05,55,0,-0.57,18,0.63,121.19
ASI-31445,Asics,Gel-Lyte III,Mocha,149,2024-04-02,698,0,-0.25,5,0.71,159.69
ADI-16203,Adidas,Jordan 4,Chicago,99,2025-10-03,149,1,-0.009999999999999953,2,0.57,221.15
YEE-95057,Yeezy,550,UNC,194,2024-10-31,486,0,-0.88,14,0.81,172.04
JOR-56861,Jordan,Gel-Lyte III,Sail,196,2024-01-05,786,1,-0.21999999999999997,2,0.54,1004.46
ASI-35388,Asics,Dunk Low,Chicago,114,2026-01-10,50,0,0.01,10,0.4,155.78
ADI-85686,Adidas,Yeezy Boost 350,Triple Black,171,2024-10-21,496,0,0.64,18,0.31,206.64
YEE-86730,Yeezy,Dunk Low,Mocha,205,2024-02-22,738,0,-0.36,10,0.79,297.82
ASI-42694,Asics,Jordan 1 Retro,Chicago,116,2023-10-21,862,0,-1.0,5,0.85,123.49
JOR-59389,Jordan,Yeezy Boost 350,Sail,172,2026-01-24,36,0,-0.63,6,0.18,223.1
YEE-69566,Yeezy,Dunk Low,UNC,170,2024-06-15,624,0,0.77,19,0.54,196.57
NIK-99268,Nike,Dunk Low,Sail,155,2025-11-30,91,0,0.27,7,0.09,186.92
JOR-45800,Jordan,Yeezy Boost 350,Panda,243,2025-03-08,358,0,0.12,6,0.92,363.27
ADI-16928,Adidas,Air Force 1,Sail,149,2023-11-20,832,0,0.93,20,0.89,252.61
YEE-78183,Yeezy,Dunk Low,Triple Black,230,2024-01-29,762,0,-0.93,17,0.5,269.85
ADI-27418,Adidas,Jordan 4,Mocha,110,2025-07-29,215,1,-0.32999999999999996,1,0.93,266.67
NEW-58274,New Balance,Gel-Lyte III,Panda,161,2025-04-09,326,0,0.95,9,0.7,285.52
NEW-62199,New Balance,Jordan 4,Chicago,104,2024-08-23,555,0,0.16,5,0.03,87.95
JOR-84567,Jordan,Yeezy Boost 350,UNC,150,2025-06-08,266,0,0.45,12,0.1,213.9
NEW-21931,New Balance,Jordan 4,Panda,111,2023-10-18,865,0,-0.28,5,0.83,127.31
ADI-26863,Adidas,Air Max 90,Mocha,96,2023-10-15,868,1,1.0,2,0.68,323.68
JOR-87642,Jordan,Dunk Low,Sail,220,2025-01-08,417,1,-0.27,2,0.74,909.37
ADI-98726,Adidas,Air Max 90,Chicago,179,2025-05-04,301,1,1.0,2,0.2,499.11
YEE-76177,Yeezy,Air Max 90,Sail,249,2025-09-20,162,0,0.99,10,0.92,374.02
ADI-65356,Adidas,550,Mocha,97,2023-10-20,863,1,0.21000000000000002,2,0.37,359.47
JOR-27731,Jordan,Gel-Lyte III,Bred,165,2025-08-23,190,0,-0.83,7,0.3,201.46
ADI-96319,Adidas,Air Max 90,Sail,109,2024-10-18,499,0,-0.42,16,0.69,90.71
JOR-91057,Jordan,Air Max 90,Mocha,193,2023-07-25,950,1,0.89,1,0.68,514.57
JOR-78462,Jordan,Dunk Low,Triple White,161,2023-09-16,897,0,0.02,11,0.09,226.17
ADI-15764,Adidas,Gel-Lyte III,Mocha,118,2024-10-02,515,1,-0.04999999999999999,2,0.48,634.23
ASI-95745,Asics,Air Max 90,Triple White,90,2025-06-18,256,0,0.91,10,0.46,102.96
ASI-37280,Asics,Jordan 1 Retro,Panda,106,2024-05-07,663,0,-0.01,13,0.75,101.52
YEE-45835,Yeezy,Jordan 4,Panda,167,2023-07-14,961,0,0.52,11,0.12,288.78
NIK-48069,Nike,Gel-Lyte III,Panda,123,2024-04-19,681,0,0.72,16,0.3,152.4
ADI-16621,Adidas,550,UNC,180,2024-08-31,547,0,-0.18,9,0.24,233.72
JOR-82870,Jordan,550,Triple Black,178,2024-08-21,557,0,0.73,14,0.46,290.62
YEE-18675,Yeezy,Gel-Lyte III,Chicago,152,2024-02-21,739,0,0.06,14,0.95,189.51
NIK-47477,Nike,Jordan 4,Chicago,122,2025-04-14,321,0,-0.69,15,0.6,121.81
NIK-99152,Nike,Jordan 4,Chicago,178,2023-07-11,964,1,-0.18999999999999995,1,0.05,399.3
JOR-13250,Jordan,Dunk Low,Mocha,164,2023-06-23,982,1,0.73,1,0.04,554.6
ADI-15032,Adidas,Gel-Lyte III,Mocha,176,2026-01-23,37,0,-0.91,15,0.81,118.15
ADI-94046,Adidas,Jordan 4,Chicago,103,2023-12-05,817,1,-0.33999999999999997,3,0.61,305.64
NEW-77562,New Balance,550,Triple White,160,2025-08-22,191,0,0.41,17,0.52,197.91
NIK-33905,Nike,Jordan 1 Retro,Panda,93,2023-09-11,902,0,0.46,16,0.25,78.52
YEE-78794,Yeezy,Gel-Lyte III,Triple Black,214,2023-10-18,865,0,-0.53,9,0.47,239.61
YEE-98847,Yeezy,Jordan 4,Bred,234,2024-08-16,562,0,0.4,19,0.82,275.29
ADI-34701,Adidas,Air Force 1,Chicago,127,2024-01-14,777,0,0.64,11,0.68,188.17
ASI-52344,Asics,Jordan 1 Retro,UNC,147,2023-12-12,810,0,0.4,7,0.74,163.55
ADI-45850,Adidas,Jordan 4,Sail,130,2025-04-08,327,1,0.23,2,0.16,186.91
NIK-88836,Nike,Yeezy Boost 350,Triple White,131,2024-05-20,650,0,0.31,8,0.05,150.06
JOR-82109,Jordan,550,Panda,176,2025-09-01,181,0,0.0,16,0.46,247.18
NEW-67583,New Balance,Jordan 1 Retro,Panda,136,2025-10-08,144,0,0.37,5,0.57,133.82
YEE-60214,Yeezy,Gel-Lyte III,Chicago,170,2025-07-15,229,0,0.3,9,0.28,138.08
ASI-96715,Asics,Air Max 90,Bred,127,2025-10-06,146,1,0.91,3,0.9,478.93
NEW-31680,New Balance,Dunk Low,Sail,179,2024-01-06,785,0,0.89,17,0.44,211.78
ASI-76451,Asics,Jordan 4,Triple White,178,2024-07-25,584,0,-0.51,6,0.4,159.0
JOR-26336,Jordan,Jordan 4,Bred,229,2025-10-04,148,0,0.99,13,0.62,300.26
ADI-19129,Adidas,Jordan 1 Retro,Mocha,176,2024-06-23,616,0,-0.83,12,0.34,135.46
NIK-32319,Nike,550,Bred,171,2025-04-11,324,0,-0.91,6,0.49,196.81
ADI-68404,Adidas,Yeezy Boost 350,Triple White,133,2025-03-05,361,0,0.55,20,0.12,204.62
JOR-28200,Jordan,Air Force 1,Triple White,161,2025-02-25,369,1,1.0,1,0.84,734.88
NEW-35133,New Balance,Gel-Lyte III,Triple White,119,2026-01-24,36,0,-0.48,9,0.16,136.07
JOR-82499,Jordan,Dunk Low,Sail,156,2025-06-29,245,0,-0.36,15,0.08,170.18
YEE-19989,Yeezy,Jordan 4,Chicago,170,2024-02-08,752,1,0.67,1,0.77,507.03
NEW-67374,New Balance,550,Sail,160,2023-12-20,802,0,0.39,18,0.89,238.8
ADI-64747,Adidas,Air Max 90,Triple Black,107,2023-09-25,888,0,-0.72,15,0.98,133.96
NIK-54645,Nike,Dunk Low,Mocha,163,2023-12-24,798,1,0.42000000000000004,3,0.97,711.35
NEW-92769,New Balance,Air Max 90,Mocha,171,2023-06-23,982,1,0.33,3,0.38,585.69
NIK-78322,Nike,Air Force 1,Triple Black,94,2025-03-04,362,0,0.73,15,0.08,118.54
JOR-44629,Jordan,Dunk Low,Triple White,165,2024-04-06,694,1,1.0,2,0.31,593.07
NEW-34198,New Balance,Dunk Low,Bred,141,2024-01-14,777,0,-0.75,17,0.82,142.82
NEW-14271,New Balance,Air Force 1,UNC,137,2026-01-12,48,1,0.16000000000000003,2,0.87,329.71
NEW-33541,New Balance,Yeezy Boost 350,Panda,172,2025-02-09,385,0,0.23,20,0.84,198.33
ADI-14303,Adidas,Jordan 1 Retro,Panda,144,2025-05-02,303,1,-0.5399999999999999,2,0.26,277.49
NEW-45505,New Balance,Jordan 1 Retro,Bred,113,2025-06-03,271,1,1.0,2,0.58,230.07
YEE-80909,Yeezy,Air Max 90,Triple Black,203,2024-10-24,493,0,-0.17,13,0.18,205.31
NEW-87381,New Balance,Jordan 4,UNC,128,2024-07-31,578,0,0.49,18,0.77,188.18
NIK-59154,Nike,Jordan 4,Chicago,166,2025-12-25,66,1,0.87,1,0.32,384.71
ADI-43233,Adidas,550,Panda,142,2023-09-20,893,0,-0.43,19,0.9,150.69
NEW-93031,New Balance,Gel-Lyte III,Bred,90,2024-02-23,737,0,0.82,13,0.75,124.77
ADI-24118,Adidas,Yeezy Boost 350,Triple Black,149,2025-11-26,95,0,0.66,12,0.9,267.8
JOR-64502,Jordan,Air Force 1,Triple White,180,2023-06-15,990,0,0.36,5,0.08,176.74
NIK-85202,Nike,550,Bred,122,2024-03-01,730,0,-0.68,13,0.57,85.67
YEE-87990,Yeezy,Air Force 1,Triple Black,179,2024-04-08,692,0,-0.35,18,0.69,245.66
NIK-81008,Nike,Air Max 90,Triple White,122,2023-08-05,939,0,0.85,14,0.78,141.26
ADI-98802,Adidas,Yeezy Boost 350,Bred,93,2025-05-30,275,0,0.87,7,0.26,156.64
ASI-31816,Asics,Jordan 4,Triple Black,166,2023-08-27,917,0,0.18,8,0.27,248.46
ADI-70000,Adidas,Dunk Low,Bred,138,2025-03-26,340,0,-0.98,10,0.85,100.78
ADI-37027,Adidas,Jordan 4,UNC,171,2025-03-24,342,1,0.55,3,0.91,286.11
ASI-59117,Asics,Air Max 90,Sail,103,2023-09-23,890,0,0.75,13,0.19,125.88
NIK-47063,Nike,Jordan 1 Retro,Chicago,174,2023-07-14,961,0,-0.14,19,0.19,172.06
NIK-97826,Nike,Air Force 1,UNC,155,2024-07-02,607,0,0.14,10,0.3,203.97
ADI-54462,Adidas,550,Mocha,135,2025-08-20,193,1,0.51,1,0.51,490.73
JOR-36532,Jordan,Yeezy Boost 350,Panda,238,2024-06-15,624,0,0.68,18,0.29,340.75
NIK-50541,Nike,Air Max 90,Mocha,155,2025-01-31,394,0,0.7,15,0.96,173.91
NIK-57782,Nike,Air Force 1,Triple White,127,2024-02-11,749,0,-0.23,16,0.61,108.69
NEW-98469,New Balance,Air Max 90,Sail,102,2025-03-03,363,0,0.93,12,0.39,145.99
NEW-25275,New Balance,Jordan 1 Retro,Panda,173,2025-05-28,277,0,-0.6,20,0.58,107.01
NEW-32388,New Balance,Yeezy Boost 350,UNC,131,2024-10-22,495,0,0.39,9,0.56,163.28
ASI-75258,Asics,Dunk Low,Panda,139,2025-07-02,242,0,-0.83,10,0.8,146.87
ADI-77834,Adidas,Yeezy Boost 350,Bred,109,2024-03-16,715,1,-0.2899999999999999,3,0.84,332.54
ADI-86130,Adidas,Gel-Lyte III,UNC,155,2025-04-27,308,0,-0.92,19,0.46,187.93
NIK-78475,Nike,Air Force 1,Sail,141,2024-11-04,482,0,0.94,11,0.72,203.02
YEE-90411,Yeezy,Yeezy Boost 350,Mocha,245,2025-04-18,317,0,0.28,13,0.39,257.63
JOR-97580,Jordan,550,Panda,179,2023-07-28,947,0,0.81,19,0.95,261.64
NIK-11142,Nike,Air Force 1,Chicago,113,2023-06-24,981,1,0.8400000000000001,1,0.64,441.79
NEW-50826,New Balance,Gel-Lyte III,Panda,103,2025-04-18,317,0,0.82,8,0.03,123.81
JOR-28299,Jordan,Dunk Low,Triple Black,207,2026-01-14,46,0,0.39,9,0.6,228.04
